AQI Median,O3 AQI,PM2.5 AQI,Traffic pollution,Area burned
4.66,8.52413333333,9.44033333333,0.0,2.23555555556
21.3223333333,0.0,0.0,0.0,0.0
2.60366666667,16.9818888889,3.32233333333,12.3073333333,1.58911111111
6.00933333333,11.9076666667,3.32233333333,0.0,0.0
10.7257555556,3.43833333333,2.23306666667,0.639666666667,0.473
1.07784126984,2.77094444444,5.21113333333,0.0,3.12677777778
3.48078888889,0.6358,1.94692222222,0.207555555556,0.455333333333
0.401666666667,6.48022222222,0.218888888889,7.76633333333,0.198355555556
10.7257555556,3.43833333333,2.23306666667,0.639666666667,0.473
1.07784126984,2.77094444444,5.21113333333,0.0,3.12677777778
3.48078888889,0.6358,1.94692222222,0.207555555556,0.455333333333
0.401666666667,6.48022222222,0.218888888889,7.76633333333,0.198355555556
1.03251111111,0.0,1.02044444444,0.0,0.702777777778
14.5409444444,3.472,7.16405555556,14.5717777778,3.9252
13.7117777778,6.10066666667,3.30666666667,6.47546666667,3.906
28.8247222222,18.6245555556,3.30666666667,7.19133333333,8.58622222222
10.7257555556,3.43833333333,2.23306666667,0.639666666667,0.473
1.07784126984,2.77094444444,5.21113333333,0.0,3.12677777778
3.48078888889,0.6358,1.94692222222,0.207555555556,0.455333333333
0.401666666667,6.48022222222,0.218888888889,7.76633333333,0.198355555556
1.69122222222,16.5764920635,0.0,0.0,3.87711111111
1.72831746032,15.7671777778,0.0,0.0,3.57088888889
4.84,29.2579555556,9.908,0.0,0.0
10.5550555556,3.40455555556,4.69938888889,17.7642888889,1.38866666667
1.14666666667,2.79272222222,1.06055555556,16.187,0.0
1.43666666667,3.88766666667,4.15266666667,1.72866666667,0.0
10.5550555556,3.40455555556,4.69938888889,17.7642888889,1.38866666667
2.068,12.7622222222,2.09333333333,3.55711111111,0.495666666667
1.14666666667,2.79272222222,1.06055555556,16.187,0.0
11.2280888889,0.0,0.0,0.0,0.0
1.06755555556,5.35266666667,0.0,0.0,0.0
1.04124444444,1.25744444444,0.0,0.0,0.971155555556
0.231666666667,0.0,0.0,0.0,0.0
7.88213333333,9.11963809524,0.0,0.0,9.62733333333
43.3603333333,2.972,11.4906666667,14.079,0.0
18.5345333333,6.42333333333,5.68266666667,2.559,6.10833333333
3.78266666667,6.48366666667,3.97544444444,5.95866666667,0.0
6.0303,6.53955555556,0.0765555555556,7.68528571429,0.0
7.75687777778,12.3758666667,1.67751111111,0.0,0.0
2.92616666667,11.493,5.30486666667,0.0,1.05533333333
0.919555555556,5.54002222222,13.4127555556,0.921444444444,0.149155555556
6.0303,6.53955555556,0.0765555555556,7.68528571429,0.0
